area_name,id,date,confirmed_cases,new_cases,movement_score,stationary_score,lag_adjusted_cases
"Floyd, Virginia, US",51063.0,04/15/2020,1,0,-0.19141,0.2639,0
"Floyd, Virginia, US",51063.0,04/16/2020,1,0,-0.01525,0.25372,0
"Floyd, Virginia, US",51063.0,04/17/2020,1,0,-0.11437,0.22363,0
"Floyd, Virginia, US",51063.0,04/18/2020,1,0,-0.18105,0.30203,0
"Floyd, Virginia, US",51063.0,04/19/2020,1,0,-0.17672000000000002,0.33372,0
"Floyd, Virginia, US",51063.0,04/20/2020,1,0,-0.24971,0.30635,0
"Floyd, Virginia, US",51063.0,04/21/2020,1,0,-0.21422,0.23392,0
"Floyd, Virginia, US",51063.0,04/22/2020,1,0,-0.13660999999999998,0.22237,0
"Floyd, Virginia, US",51063.0,04/23/2020,1,0,-0.19941,0.29916,0
"Floyd, Virginia, US",51063.0,04/24/2020,1,0,-0.18293,0.28392,1
"Floyd, Virginia, US",51063.0,04/25/2020,1,0,-0.26847,0.32907,0
"Floyd, Virginia, US",51063.0,04/26/2020,1,0,-0.2034,0.3397,1
"Floyd, Virginia, US",51063.0,04/27/2020,1,0,-0.20658,0.26453000000000004,0
"Floyd, Virginia, US",51063.0,04/28/2020,1,0,-0.21667,0.27866,0
"Floyd, Virginia, US",51063.0,04/29/2020,2,1,-0.13485999999999998,0.24246,0
"Floyd, Virginia, US",51063.0,04/30/2020,2,0,-0.08681,0.23569,0
"Floyd, Virginia, US",51063.0,05/01/2020,3,1,-0.06373999999999999,0.21564,0
"Floyd, Virginia, US",51063.0,05/02/2020,3,0,-0.10236,0.24126,0
"Floyd, Virginia, US",51063.0,05/03/2020,3,0,-0.07031,0.2636,0
"Floyd, Virginia, US",51063.0,05/04/2020,3,0,-0.16182,0.22431,0
"Floyd, Virginia, US",51063.0,05/05/2020,3,0,-0.24914,0.28137,0
"Floyd, Virginia, US",51063.0,05/06/2020,3,0,-0.2382,0.24531,0
"Floyd, Virginia, US",51063.0,05/07/2020,3,0,-0.08174,0.1925,0
"Floyd, Virginia, US",51063.0,05/08/2020,3,0,-0.19638,0.21798,1
"Floyd, Virginia, US",51063.0,05/09/2020,3,0,-0.1451,0.26848,0
"Floyd, Virginia, US",51063.0,05/10/2020,3,0,-0.16044,0.26903,0
"Floyd, Virginia, US",51063.0,05/11/2020,3,0,-0.17199,0.21403000000000005,0
"Floyd, Virginia, US",51063.0,05/12/2020,3,0,-0.18799,0.26291,0
"Floyd, Virginia, US",51063.0,05/13/2020,4,1,-0.058079999999999986,0.23431,0
"Floyd, Virginia, US",51063.0,05/14/2020,4,0,-0.09035,0.23526,0
"Floyd, Virginia, US",51063.0,05/15/2020,4,0,-0.1321,0.18928,0
"Floyd, Virginia, US",51063.0,05/16/2020,4,0,-0.11032,0.24183,0
"Floyd, Virginia, US",51063.0,05/17/2020,4,0,-0.05156,0.2834,0
"Floyd, Virginia, US",51063.0,05/18/2020,4,0,-0.06569,0.25044,0
"Floyd, Virginia, US",51063.0,05/19/2020,4,0,-0.31623,0.26586,0
"Floyd, Virginia, US",51063.0,05/20/2020,4,0,-0.17293,0.3142,1
"Floyd, Virginia, US",51063.0,05/21/2020,4,0,-0.13362000000000002,0.29263,0
"Floyd, Virginia, US",51063.0,05/22/2020,4,0,-0.27532,0.25203000000000003,0
"Floyd, Virginia, US",51063.0,05/23/2020,4,0,-0.12372,0.2827,0
"Floyd, Virginia, US",51063.0,05/24/2020,4,0,-0.12525,0.27373000000000003,1
"Floyd, Virginia, US",51063.0,05/25/2020,5,1,-0.27523000000000003,0.26219000000000003,0
"Floyd, Virginia, US",51063.0,05/26/2020,5,0,-0.11196,0.22515,0
"Floyd, Virginia, US",51063.0,05/27/2020,5,0,-0.21385,0.25049,0
"Floyd, Virginia, US",51063.0,05/28/2020,5,0,0.11536,0.23772,1
"Floyd, Virginia, US",51063.0,05/29/2020,6,1,-0.17117000000000002,0.2319,0
"Floyd, Virginia, US",51063.0,05/30/2020,6,0,-0.02084,0.25491,-1
"Floyd, Virginia, US",51063.0,05/31/2020,6,0,-0.03856,0.24321,0
"Floyd, Virginia, US",51063.0,06/01/2020,6,0,-0.05258,0.20925,0
"Floyd, Virginia, US",51063.0,06/02/2020,7,1,-0.22782,0.18664,0
"Floyd, Virginia, US",51063.0,06/03/2020,7,0,-0.08721,0.21842,2
"Floyd, Virginia, US",51063.0,06/04/2020,6,-1,0.03337,0.19588,0
"Floyd, Virginia, US",51063.0,06/05/2020,6,0,-0.20095,0.23441,0
"Floyd, Virginia, US",51063.0,06/06/2020,6,0,-0.02773,0.26959,0
"Floyd, Virginia, US",51063.0,06/07/2020,6,0,0.05736,0.24589,0
"Floyd, Virginia, US",51063.0,06/08/2020,8,2,-0.16793,0.22289,1
"Floyd, Virginia, US",51063.0,06/09/2020,8,0,-0.26891,0.19709,0
"Floyd, Virginia, US",51063.0,06/10/2020,8,0,-0.07407000000000001,0.24056,1
"Floyd, Virginia, US",51063.0,06/11/2020,8,0,0.052870000000000014,0.24264,0
"Floyd, Virginia, US",51063.0,06/12/2020,8,0,-0.04347,0.18025,0
"Floyd, Virginia, US",51063.0,06/13/2020,9,1,0.03277,0.20425,0
"Floyd, Virginia, US",51063.0,06/14/2020,9,0,-0.07862000000000001,0.28149,0
"Floyd, Virginia, US",51063.0,06/15/2020,10,1,-0.18922,0.25452,0
"Floyd, Virginia, US",51063.0,06/16/2020,10,0,-0.14355,0.24739,4
"Floyd, Virginia, US",51063.0,06/17/2020,10,0,-0.18073,0.26985,0
"Floyd, Virginia, US",51063.0,06/18/2020,10,0,0.008140000000000001,0.23984,0
"Floyd, Virginia, US",51063.0,06/19/2020,10,0,-0.22253,0.20112,1
"Floyd, Virginia, US",51063.0,06/20/2020,10,0,-0.06912,0.27234,-1
"Floyd, Virginia, US",51063.0,06/21/2020,14,4,0.08438999999999999,0.26189,1
"Floyd, Virginia, US",51063.0,06/22/2020,14,0,-0.07073,0.19087,0
"Floyd, Virginia, US",51063.0,06/23/2020,14,0,-0.17397,0.22716,1
"Floyd, Virginia, US",51063.0,06/24/2020,15,1,0.02804,0.18987,1
"Floyd, Virginia, US",51063.0,06/25/2020,14,-1,-0.056270000000000014,0.20137,0
"Floyd, Virginia, US",51063.0,06/26/2020,15,1,-0.01745,0.17833,1
"Floyd, Virginia, US",51063.0,06/27/2020,15,0,-0.01897,0.22012,0
"Floyd, Virginia, US",51063.0,06/28/2020,16,1,-0.02708,0.27778,1
"Floyd, Virginia, US",51063.0,06/29/2020,17,1,-0.0632,0.199,1
"Floyd, Virginia, US",51063.0,06/30/2020,17,0,-0.17203,0.23385,0
"Floyd, Virginia, US",51063.0,07/01/2020,18,1,-0.11165,0.22628,1
"Floyd, Virginia, US",51063.0,07/02/2020,18,0,0.04495,0.19043,0
"Floyd, Virginia, US",51063.0,07/03/2020,19,1,-0.02837,0.22712,-1
"Floyd, Virginia, US",51063.0,07/04/2020,20,1,-0.08342000000000001,0.25906,0
"Floyd, Virginia, US",51063.0,07/05/2020,20,0,0.12211,0.25702,0
"Floyd, Virginia, US",51063.0,07/06/2020,21,1,-0.07861,0.21979,0
"Floyd, Virginia, US",51063.0,07/07/2020,21,0,-0.13287000000000002,0.21279,0
"Floyd, Virginia, US",51063.0,07/08/2020,20,-1,-0.15036,0.21819,4
"Floyd, Virginia, US",51063.0,07/09/2020,20,0,-0.01061,0.24763,1
"Floyd, Virginia, US",51063.0,07/10/2020,20,0,-0.20316,0.21205,0
"Floyd, Virginia, US",51063.0,07/11/2020,20,0,-0.01098,0.25383,0
"Floyd, Virginia, US",51063.0,07/12/2020,20,0,-0.06001,0.28117,2
"Floyd, Virginia, US",51063.0,07/13/2020,24,4,-0.10284,0.25138,0
"Floyd, Virginia, US",51063.0,07/14/2020,25,1,-0.09469,0.18893,1
"Floyd, Virginia, US",51063.0,07/15/2020,25,0,-0.19122,0.20335,0
"Floyd, Virginia, US",51063.0,07/16/2020,25,0,-0.0976,0.19279,0
"Floyd, Virginia, US",51063.0,07/17/2020,27,2,-0.09957,0.19629,-1
"Floyd, Virginia, US",51063.0,07/18/2020,27,0,0.07449,0.24195,-1
"Floyd, Virginia, US",51063.0,07/19/2020,28,1,-0.11461,0.24579,0
"Floyd, Virginia, US",51063.0,07/20/2020,28,0,-0.17336,0.24828000000000006,1
"Floyd, Virginia, US",51063.0,07/21/2020,28,0,-0.31145,0.21126,0
"Floyd, Virginia, US",51063.0,07/22/2020,27,-1,-0.07119,0.1928,2
"Floyd, Virginia, US",51063.0,07/23/2020,26,-1,-0.0926,0.21694,0
"Floyd, Virginia, US",51063.0,07/24/2020,26,0,-0.12296,0.20415,2
"Floyd, Virginia, US",51063.0,07/25/2020,27,1,-0.01618,0.26781,0
"Floyd, Virginia, US",51063.0,07/26/2020,27,0,0.06172,0.26008000000000003,1
"Floyd, Virginia, US",51063.0,07/27/2020,29,2,-0.08689,0.22043,4
"Floyd, Virginia, US",51063.0,07/28/2020,29,0,-0.11527,0.22505,2
"Floyd, Virginia, US",51063.0,07/29/2020,31,2,-0.13709000000000002,0.21629,2
"Floyd, Virginia, US",51063.0,07/30/2020,31,0,0.029560000000000006,0.18501,6
"Floyd, Virginia, US",51063.0,07/31/2020,32,1,0.03225,0.23089,18
"Floyd, Virginia, US",51063.0,08/02/2020,37,4,-0.11003,0.28083,0
"Floyd, Virginia, US",51063.0,08/03/2020,39,2,-0.23544,0.22343,2
"Floyd, Virginia, US",51063.0,08/04/2020,41,2,-0.17715,0.2101,13
"Floyd, Virginia, US",51063.0,08/08/2020,57,6,-0.01285,0.24435,19
"Floyd, Virginia, US",51063.0,08/09/2020,75,18,-0.060729999999999985,0.24858,2
"Floyd, Virginia, US",51063.0,08/10/2020,75,0,-0.14364000000000002,0.22738000000000005,0
"Floyd, Virginia, US",51063.0,08/11/2020,77,2,-0.11754,0.19728,1
"Floyd, Virginia, US",51063.0,08/12/2020,90,13,-0.16102,0.24126,2
"Floyd, Virginia, US",51063.0,08/13/2020,109,19,-0.09802,0.23823000000000005,1
"Floyd, Virginia, US",51063.0,08/14/2020,111,2,-0.13914,0.22488,2
"Floyd, Virginia, US",51063.0,08/15/2020,111,0,-0.23077,0.31071,1
"Floyd, Virginia, US",51063.0,08/16/2020,112,1,-0.02394,0.29485,2
"Floyd, Virginia, US",51063.0,08/17/2020,114,2,-0.11513,0.23059,0
"Floyd, Virginia, US",51063.0,08/18/2020,115,1,-0.14622000000000002,0.19467,3
"Floyd, Virginia, US",51063.0,08/19/2020,117,2,-0.16029000000000002,0.24747,1
"Floyd, Virginia, US",51063.0,08/20/2020,118,1,-0.00585,0.20524,1
"Floyd, Virginia, US",51063.0,08/21/2020,120,2,-0.08746,0.20171,0
"Floyd, Virginia, US",51063.0,08/23/2020,121,0,-0.13707,0.28357,1
"Floyd, Virginia, US",51063.0,08/24/2020,124,3,-0.20453,0.20239,2
"Floyd, Virginia, US",51063.0,08/25/2020,125,1,-0.19719,0.20208,0
"Floyd, Virginia, US",51063.0,08/27/2020,140,1,-0.11484,0.20119,0
"Floyd, Virginia, US",51063.0,08/28/2020,140,0,-0.05792000000000001,0.16389,0
"Floyd, Virginia, US",51063.0,09/05/2020,154,1,0.12543,0.23462,0
"Floyd, Virginia, US",51063.0,09/06/2020,156,2,0.10147,0.23888,0
"Fluvanna, Virginia, US",51065.0,03/06/2020,0,0,0.09282,0.11841,0
"Fluvanna, Virginia, US",51065.0,03/07/2020,0,0,0.0321,0.16576,0
"Fluvanna, Virginia, US",51065.0,03/08/2020,0,0,0.04043,0.18319,0
"Fluvanna, Virginia, US",51065.0,03/09/2020,0,0,0.08624,0.13043,0
"Fluvanna, Virginia, US",51065.0,03/10/2020,0,0,0.0477,0.13646,0
"Fluvanna, Virginia, US",51065.0,03/11/2020,0,0,0.05238,0.13247,0
"Fluvanna, Virginia, US",51065.0,03/12/2020,0,0,-0.015280000000000004,0.15665,0
"Fluvanna, Virginia, US",51065.0,03/13/2020,0,0,0.02647,0.14034000000000002,0
"Fluvanna, Virginia, US",51065.0,03/14/2020,0,0,-0.04864,0.19364,0
"Fluvanna, Virginia, US",51065.0,03/15/2020,0,0,-0.07944,0.27398,0
"Fluvanna, Virginia, US",51065.0,03/16/2020,0,0,-0.08288,0.19865,0
"Fluvanna, Virginia, US",51065.0,03/17/2020,0,0,-0.15458,0.20321,1
"Fluvanna, Virginia, US",51065.0,03/18/2020,0,0,-0.12864,0.20836,0
"Fluvanna, Virginia, US",51065.0,03/19/2020,0,0,-0.20964,0.24331,0
"Fluvanna, Virginia, US",51065.0,03/20/2020,0,0,-0.14559,0.17272,0
"Fluvanna, Virginia, US",51065.0,03/21/2020,0,0,-0.33928,0.28791,2
"Fluvanna, Virginia, US",51065.0,03/22/2020,1,1,-0.3367,0.34099,0
"Fluvanna, Virginia, US",51065.0,03/23/2020,1,0,-0.27035,0.26764,0
"Fluvanna, Virginia, US",51065.0,03/24/2020,1,0,-0.25854,0.23114,0
"Fluvanna, Virginia, US",51065.0,03/25/2020,1,0,-0.36377,0.29134,0
"Fluvanna, Virginia, US",51065.0,03/26/2020,3,2,-0.29441,0.26322,0
"Fluvanna, Virginia, US",51065.0,03/27/2020,3,0,-0.26926,0.26068,0
"Fluvanna, Virginia, US",51065.0,03/28/2020,3,0,-0.33173,0.29997,1
"Fluvanna, Virginia, US",51065.0,03/29/2020,3,0,-0.30579,0.3273,1
"Fluvanna, Virginia, US",51065.0,03/30/2020,3,0,-0.18157,0.26482,0
"Fluvanna, Virginia, US",51065.0,03/31/2020,3,0,-0.31242,0.30631,2
"Fluvanna, Virginia, US",51065.0,04/01/2020,3,0,-0.30535,0.28725,2
"Fluvanna, Virginia, US",51065.0,04/02/2020,4,1,-0.29156,0.29033000000000003,0
"Fluvanna, Virginia, US",51065.0,04/03/2020,5,1,-0.26421999999999995,0.24838,3
"Fluvanna, Virginia, US",51065.0,04/04/2020,5,0,-0.32495,0.29277,4
"Fluvanna, Virginia, US",51065.0,04/05/2020,7,2,-0.31663,0.33526,-1
"Fluvanna, Virginia, US",51065.0,04/06/2020,9,2,-0.29529,0.24128,4
"Fluvanna, Virginia, US",51065.0,04/07/2020,9,0,-0.29087,0.26885,2
"Fluvanna, Virginia, US",51065.0,04/08/2020,12,3,-0.29314,0.28857,2
"Fluvanna, Virginia, US",51065.0,04/09/2020,16,4,-0.26114,0.28142,17
"Fluvanna, Virginia, US",51065.0,04/10/2020,15,-1,-0.29199,0.26017,22
"Fluvanna, Virginia, US",51065.0,04/11/2020,19,4,-0.27777,0.28641,2
"Fluvanna, Virginia, US",51065.0,04/12/2020,21,2,-0.3553,0.35304,0
"Fluvanna, Virginia, US",51065.0,04/13/2020,23,2,-0.37623,0.32428,2
"Fluvanna, Virginia, US",51065.0,04/14/2020,40,17,-0.26495,0.28955,0
"Fluvanna, Virginia, US",51065.0,04/15/2020,62,22,-0.25545,0.26635,2
"Fluvanna, Virginia, US",51065.0,04/16/2020,64,2,-0.27327,0.27495,0
"Fluvanna, Virginia, US",51065.0,04/17/2020,64,0,-0.25622,0.26858000000000004,1
"Fluvanna, Virginia, US",51065.0,04/18/2020,66,2,-0.26497,0.28996,3
"Fluvanna, Virginia, US",51065.0,04/19/2020,66,0,-0.27421,0.32375,0
"Fluvanna, Virginia, US",51065.0,04/20/2020,68,2,-0.23211,0.28039000000000003,0
"Fluvanna, Virginia, US",51065.0,04/21/2020,68,0,-0.21662,0.25819000000000003,0
"Fluvanna, Virginia, US",51065.0,04/22/2020,69,1,-0.21847,0.26236,1
"Fluvanna, Virginia, US",51065.0,04/23/2020,72,3,-0.2274,0.28265,0
"Fluvanna, Virginia, US",51065.0,04/24/2020,72,0,-0.30175,0.24546,0
"Fluvanna, Virginia, US",51065.0,04/25/2020,72,0,-0.29813,0.30127,0
"Fluvanna, Virginia, US",51065.0,04/26/2020,72,0,-0.2947,0.34246,1
"Fluvanna, Virginia, US",51065.0,04/27/2020,73,1,-0.28318000000000004,0.29641,2
"Fluvanna, Virginia, US",51065.0,04/28/2020,73,0,-0.2544,0.26402,0
"Fluvanna, Virginia, US",51065.0,04/29/2020,73,0,-0.16541,0.24087,0
"Fluvanna, Virginia, US",51065.0,04/30/2020,73,0,-0.3662,0.2778,0
"Fluvanna, Virginia, US",51065.0,05/01/2020,74,1,-0.19998,0.22079,0
"Fluvanna, Virginia, US",51065.0,05/02/2020,76,2,-0.18702,0.2363,2
"Fluvanna, Virginia, US",51065.0,05/03/2020,76,0,-0.20511,0.28838,0
"Fluvanna, Virginia, US",51065.0,05/04/2020,76,0,-0.17373,0.23468000000000006,1
"Fluvanna, Virginia, US",51065.0,05/05/2020,76,0,-0.18811,0.26241,0
"Fluvanna, Virginia, US",51065.0,05/06/2020,76,0,-0.12664,0.25764000000000004,0
"Fluvanna, Virginia, US",51065.0,05/07/2020,78,2,-0.11527,0.23655,-1
"Fluvanna, Virginia, US",51065.0,05/08/2020,78,0,-0.18078,0.21835,1
"Fluvanna, Virginia, US",51065.0,05/09/2020,79,1,-0.09042,0.23375,0
"Fluvanna, Virginia, US",51065.0,05/10/2020,79,0,-0.06892000000000001,0.27774,0
"Fluvanna, Virginia, US",51065.0,05/11/2020,79,0,-0.21428000000000005,0.26662,2
"Fluvanna, Virginia, US",51065.0,05/12/2020,78,-1,-0.2184,0.2579,0
"Fluvanna, Virginia, US",51065.0,05/13/2020,79,1,-0.1678,0.22533000000000006,1
"Fluvanna, Virginia, US",51065.0,05/14/2020,79,0,-0.10594,0.21188,0
"Fluvanna, Virginia, US",51065.0,05/15/2020,79,0,-0.11181,0.2062,0
"Fluvanna, Virginia, US",51065.0,05/16/2020,81,2,-0.08607000000000001,0.22689,1
"Fluvanna, Virginia, US",51065.0,05/17/2020,81,0,-0.15181,0.30365,1
"Fluvanna, Virginia, US",51065.0,05/18/2020,82,1,-0.15224,0.26576,0
"Fluvanna, Virginia, US",51065.0,05/19/2020,82,0,-0.21661,0.2618,0
"Fluvanna, Virginia, US",51065.0,05/20/2020,82,0,-0.17670999999999998,0.24928000000000006,1
"Fluvanna, Virginia, US",51065.0,05/21/2020,83,1,-0.19636,0.24482,2
"Fluvanna, Virginia, US",51065.0,05/22/2020,84,1,-0.09001,0.19517,0
"Fluvanna, Virginia, US",51065.0,05/23/2020,84,0,-0.09452,0.21531,1
"Fluvanna, Virginia, US",51065.0,05/24/2020,84,0,-0.07103999999999999,0.24341,2
"Fluvanna, Virginia, US",51065.0,05/25/2020,85,1,-0.24882,0.27324,1
"Fluvanna, Virginia, US",51065.0,05/26/2020,87,2,-0.11228,0.19486,1
"Fluvanna, Virginia, US",51065.0,05/27/2020,87,0,-0.09043,0.19892,0
"Fluvanna, Virginia, US",51065.0,05/28/2020,88,1,-0.11026,0.20976,0
"Fluvanna, Virginia, US",51065.0,05/29/2020,90,2,-0.13399,0.20415,0
"Fluvanna, Virginia, US",51065.0,05/30/2020,91,1,-0.09799,0.1999,2
"Fluvanna, Virginia, US",51065.0,05/31/2020,92,1,-0.06067,0.24626,0
"Fluvanna, Virginia, US",51065.0,06/01/2020,92,0,-0.08564,0.21282,0
"Fluvanna, Virginia, US",51065.0,06/02/2020,92,0,-0.09666,0.21986,0
"Fluvanna, Virginia, US",51065.0,06/03/2020,92,0,-0.08114,0.20465,1
"Fluvanna, Virginia, US",51065.0,06/04/2020,94,2,-0.11055,0.18807,0
"Fluvanna, Virginia, US",51065.0,06/05/2020,94,0,-0.06761,0.1875,3
"Fluvanna, Virginia, US",51065.0,06/06/2020,94,0,-0.06685,0.23146,0
"Fluvanna, Virginia, US",51065.0,06/07/2020,94,0,-0.07587,0.25962,3
"Fluvanna, Virginia, US",51065.0,06/08/2020,95,1,-0.07007000000000001,0.1979,0
"Fluvanna, Virginia, US",51065.0,06/09/2020,95,0,-0.0851,0.20606,1
"Fluvanna, Virginia, US",51065.0,06/10/2020,98,3,-0.12811,0.21605,0
"Fluvanna, Virginia, US",51065.0,06/11/2020,98,0,-0.06952,0.18475,0
"Fluvanna, Virginia, US",51065.0,06/12/2020,101,3,-0.1023,0.18593,1
"Fluvanna, Virginia, US",51065.0,06/13/2020,101,0,-0.04002,0.19781,0
"Fluvanna, Virginia, US",51065.0,06/14/2020,102,1,0.01806,0.24293,0
"Fluvanna, Virginia, US",51065.0,06/15/2020,102,0,-0.07443,0.19067,1
"Fluvanna, Virginia, US",51065.0,06/16/2020,102,0,-0.12705,0.21659,1
"Fluvanna, Virginia, US",51065.0,06/17/2020,103,1,-0.17207,0.21718,0
"Fluvanna, Virginia, US",51065.0,06/18/2020,103,0,-0.13952,0.19835,3
"Fluvanna, Virginia, US",51065.0,06/19/2020,103,0,-0.0338,0.19484,-1
"Fluvanna, Virginia, US",51065.0,06/20/2020,104,1,-0.02172,0.19976,0
"Fluvanna, Virginia, US",51065.0,06/21/2020,105,1,-0.06291000000000001,0.20352,2
"Fluvanna, Virginia, US",51065.0,06/22/2020,105,0,-0.04485,0.20802,0
"Fluvanna, Virginia, US",51065.0,06/23/2020,108,3,0.01002,0.18039,0
"Fluvanna, Virginia, US",51065.0,06/24/2020,107,-1,-0.01949,0.18102,1
"Fluvanna, Virginia, US",51065.0,06/25/2020,107,0,-0.05284,0.18698,0
"Fluvanna, Virginia, US",51065.0,06/26/2020,109,2,-0.05406,0.16959000000000002,2
"Fluvanna, Virginia, US",51065.0,06/27/2020,109,0,0.02533,0.20258,2
"Fluvanna, Virginia, US",51065.0,06/28/2020,109,0,0.00325,0.25111999999999995,2
"Fluvanna, Virginia, US",51065.0,06/29/2020,110,1,-0.08752,0.21112,4
"Fluvanna, Virginia, US",51065.0,06/30/2020,110,0,-0.08509,0.16595,0
"Fluvanna, Virginia, US",51065.0,07/01/2020,112,2,-0.11044,0.1846,1
"Fluvanna, Virginia, US",51065.0,07/02/2020,114,2,-0.057129999999999986,0.17451,2
"Fluvanna, Virginia, US",51065.0,07/03/2020,116,2,-0.04314,0.19407,2
"Fluvanna, Virginia, US",51065.0,07/04/2020,120,4,-0.18528,0.25067,1
"Fluvanna, Virginia, US",51065.0,07/05/2020,120,0,-0.02065,0.23968000000000006,2
"Fluvanna, Virginia, US",51065.0,07/06/2020,121,1,-0.11093,0.20572,2
"Fluvanna, Virginia, US",51065.0,07/07/2020,123,2,-0.02887,0.18933,4
"Fluvanna, Virginia, US",51065.0,07/08/2020,125,2,-0.05607,0.19609,4
"Fluvanna, Virginia, US",51065.0,07/09/2020,126,1,-0.08639,0.20963,1
"Fluvanna, Virginia, US",51065.0,07/10/2020,128,2,-0.03085,0.18153,0
"Fluvanna, Virginia, US",51065.0,07/11/2020,130,2,-0.0022,0.21546,0
"Fluvanna, Virginia, US",51065.0,07/12/2020,134,4,-0.07022,0.24006,3
"Fluvanna, Virginia, US",51065.0,07/13/2020,138,4,-0.02986,0.20928,3
"Fluvanna, Virginia, US",51065.0,07/14/2020,139,1,-0.12384,0.20536,0
"Fluvanna, Virginia, US",51065.0,07/15/2020,139,0,-0.09097,0.21617,1
"Fluvanna, Virginia, US",51065.0,07/16/2020,139,0,-0.01694,0.18002,5
"Fluvanna, Virginia, US",51065.0,07/17/2020,142,3,-0.08722,0.20551,0
"Fluvanna, Virginia, US",51065.0,07/18/2020,145,3,0.030330000000000006,0.20035,3
"Fluvanna, Virginia, US",51065.0,07/19/2020,145,0,-0.08131000000000001,0.31096,3
"Fluvanna, Virginia, US",51065.0,07/20/2020,146,1,-0.04905,0.21686,0
"Fluvanna, Virginia, US",51065.0,07/21/2020,151,5,-0.17494,0.20798000000000005,3
"Fluvanna, Virginia, US",51065.0,07/22/2020,151,0,-0.1004,0.19265,5
"Fluvanna, Virginia, US",51065.0,07/23/2020,154,3,-0.09342,0.20428,2
"Fluvanna, Virginia, US",51065.0,07/24/2020,157,3,-0.07336000000000001,0.22131,3
"Fluvanna, Virginia, US",51065.0,07/25/2020,157,0,-0.01903,0.20741,0
"Fluvanna, Virginia, US",51065.0,07/26/2020,160,3,-0.01198,0.24228,3
"Fluvanna, Virginia, US",51065.0,07/27/2020,165,5,-0.09165,0.19613,0
"Fluvanna, Virginia, US",51065.0,07/28/2020,167,2,-0.12068,0.21832,1
"Fluvanna, Virginia, US",51065.0,07/29/2020,170,3,-0.14892,0.17875,1
"Fluvanna, Virginia, US",51065.0,07/30/2020,170,0,-0.08219,0.20437,0
"Fluvanna, Virginia, US",51065.0,07/31/2020,173,3,-0.14907,0.17872000000000002,1
"Fluvanna, Virginia, US",51065.0,08/01/2020,173,0,-0.04666,0.21021,3
"Fluvanna, Virginia, US",51065.0,08/02/2020,174,1,0.06434,0.27007,5
"Fluvanna, Virginia, US",51065.0,08/03/2020,175,1,-0.06657,0.22077,4
"Fluvanna, Virginia, US",51065.0,08/04/2020,175,0,-0.14625,0.23466,4
"Fluvanna, Virginia, US",51065.0,08/05/2020,176,1,-0.07146,0.19583,1
"Fluvanna, Virginia, US",51065.0,08/06/2020,179,3,-0.08843999999999999,0.2071,1
"Fluvanna, Virginia, US",51065.0,08/07/2020,184,5,-0.0791,0.1773,2
"Fluvanna, Virginia, US",51065.0,08/08/2020,188,4,-0.03505,0.20368,1
"Fluvanna, Virginia, US",51065.0,08/09/2020,192,4,-0.04605,0.2484,2
"Fluvanna, Virginia, US",51065.0,08/10/2020,193,1,-0.09057,0.2095,2
"Fluvanna, Virginia, US",51065.0,08/11/2020,194,1,-0.14511,0.203,1
"Fluvanna, Virginia, US",51065.0,08/12/2020,196,2,-0.06508,0.19653,1
"Fluvanna, Virginia, US",51065.0,08/13/2020,197,1,-0.09473,0.23834,1
"Fluvanna, Virginia, US",51065.0,08/14/2020,199,2,-0.09842,0.18856,0
"Fluvanna, Virginia, US",51065.0,08/15/2020,201,2,-0.13695,0.264,0
"Fluvanna, Virginia, US",51065.0,08/16/2020,202,1,0.00513,0.26471,3
"Fluvanna, Virginia, US",51065.0,08/17/2020,203,1,-0.16307,0.21935,1
"Fluvanna, Virginia, US",51065.0,08/18/2020,204,1,-0.12274000000000003,0.20662,1
"Fluvanna, Virginia, US",51065.0,08/19/2020,204,0,-0.13657,0.19763,1
"Fluvanna, Virginia, US",51065.0,08/20/2020,204,0,-0.03047,0.18909,8
"Fluvanna, Virginia, US",51065.0,08/21/2020,207,3,-0.04029,0.18668,1
"Fluvanna, Virginia, US",51065.0,08/22/2020,208,1,0.00032,0.21713,4
"Fluvanna, Virginia, US",51065.0,08/23/2020,209,1,0.06667999999999999,0.2148,-1
"Fluvanna, Virginia, US",51065.0,08/24/2020,210,1,-0.04482,0.20903,1
"Fluvanna, Virginia, US",51065.0,08/25/2020,218,8,-0.10547,0.18984,2
"Fluvanna, Virginia, US",51065.0,08/26/2020,219,1,-0.10426,0.19025,1
"Fluvanna, Virginia, US",51065.0,08/27/2020,223,4,-0.10715,0.14203,0
"Fluvanna, Virginia, US",51065.0,08/28/2020,222,-1,-0.07637000000000001,0.18903,1
"Fluvanna, Virginia, US",51065.0,08/29/2020,223,1,-0.14576,0.2222,2
"Fluvanna, Virginia, US",51065.0,08/30/2020,225,2,-0.01245,0.24811,0
"Fluvanna, Virginia, US",51065.0,08/31/2020,226,1,-0.09829,0.22952,0
"Fluvanna, Virginia, US",51065.0,09/01/2020,226,0,-0.09528,0.19578,5
"Fluvanna, Virginia, US",51065.0,09/02/2020,227,1,0.01544,0.1742,1
"Fluvanna, Virginia, US",51065.0,09/03/2020,229,2,-0.05753,0.18104,1
"Fluvanna, Virginia, US",51065.0,09/04/2020,229,0,0.02878,0.15754,1
"Fluvanna, Virginia, US",51065.0,09/05/2020,229,0,-0.01989,0.21204,2
"Fluvanna, Virginia, US",51065.0,09/06/2020,234,5,-0.00345,0.25829,3
